date,question,profil,réponse,ratio
01/04/2011,Economique,35 - 49 ans,(Ne se prononce pas),"4,00"
01/04/2011,Economique,50 - 64 ans,(Ne se prononce pas),"6,20"
01/04/2011,Economique,65 ans et +,(Ne se prononce pas),"11,10"
01/04/2011,Economique,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",(Ne se prononce pas),"3,90"
01/04/2011,Economique,"Profession intermédiaire (technicien, agent de maitrise)",(Ne se prononce pas),"3,20"
01/04/2011,Economique,Employé et personnel de service,(Ne se prononce pas),"1,30"
01/04/2011,Economique,Ouvrier qualifié et non qualifié,(Ne se prononce pas),"5,50"
01/04/2011,Economique,Retraité,(Ne se prononce pas),"8,20"
01/04/2011,Economique,75 - Paris,(Ne se prononce pas),"7,80"
01/04/2011,Economique,77 - Seine et Marne,(Ne se prononce pas),"6,30"
01/04/2011,Economique,78 - Yvelines,(Ne se prononce pas),"3,80"
01/04/2011,Economique,91 - Essonne,(Ne se prononce pas),"2,90"
01/04/2011,Economique,92 - Hauts-de-seine,(Ne se prononce pas),"6,90"
01/04/2011,Economique,93 - Seine-Saint-Denis,(Ne se prononce pas),"3,90"
01/04/2011,Economique,94 - Val-de-Marne,(Ne se prononce pas),"7,10"
01/04/2011,Economique,95 - Val d'Oise,(Ne se prononce pas),"2,20"
01/06/2011,Transport,Total,ratio,"0,62"
01/06/2011,Transport,Homme,ratio,"0,65"
01/06/2011,Transport,Femme,ratio,"0,59"
01/06/2011,Transport,18 - 24 ans,ratio,"0,70"
01/06/2011,Transport,25 - 34 ans,ratio,"0,60"
01/06/2011,Transport,35 - 49 ans,ratio,"0,60"
01/06/2011,Transport,50 - 64 ans,ratio,"0,60"
01/06/2011,Transport,65 ans et +,ratio,"0,62"
01/06/2011,Transport,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",ratio,"0,65"
01/06/2011,Transport,"Profession intermédiaire (technicien, agent de maitrise)",ratio,"0,57"
01/06/2011,Transport,Employé et personnel de service,ratio,"0,61"
01/06/2011,Transport,Ouvrier qualifié et non qualifié,ratio,"0,66"
01/06/2011,Transport,Retraité,ratio,"0,60"
01/06/2011,Transport,75 - Paris,ratio,"0,77"
01/06/2011,Transport,77 - Seine et Marne,ratio,"0,50"
01/06/2011,Transport,78 - Yvelines,ratio,"0,51"
01/06/2011,Transport,91 - Essonne,ratio,"0,56"
01/06/2011,Transport,92 - Hauts-de-seine,ratio,"0,70"
01/06/2011,Transport,93 - Seine-Saint-Denis,ratio,"0,59"
01/06/2011,Transport,94 - Val-de-Marne,ratio,"0,58"
01/06/2011,Transport,95 - Val d'Oise,ratio,"0,56"
01/06/2011,Environnement,Total,ratio,"0,61"
01/06/2011,Environnement,Homme,ratio,"0,62"
01/06/2011,Environnement,Femme,ratio,"0,60"
01/06/2011,Environnement,18 - 24 ans,ratio,"0,69"
01/06/2011,Environnement,25 - 34 ans,ratio,"0,55"
01/06/2011,Environnement,35 - 49 ans,ratio,"0,57"
01/06/2011,Environnement,50 - 64 ans,ratio,"0,64"
01/06/2011,Environnement,65 ans et +,ratio,"0,68"
01/06/2011,Environnement,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",ratio,"0,58"
01/06/2011,Environnement,"Profession intermédiaire (technicien, agent de maitrise)",ratio,"0,59"
01/06/2011,Environnement,Employé et personnel de service,ratio,"0,61"
01/06/2011,Environnement,Ouvrier qualifié et non qualifié,ratio,"0,65"
01/06/2011,Environnement,Retraité,ratio,"0,68"
01/06/2011,Environnement,75 - Paris,ratio,"0,44"
01/06/2011,Environnement,77 - Seine et Marne,ratio,"0,70"
01/06/2011,Environnement,78 - Yvelines,ratio,"0,70"
01/06/2011,Environnement,91 - Essonne,ratio,"0,66"
01/06/2011,Environnement,92 - Hauts-de-seine,ratio,"0,68"
01/06/2011,Environnement,93 - Seine-Saint-Denis,ratio,"0,49"
01/06/2011,Environnement,94 - Val-de-Marne,ratio,"0,68"
01/06/2011,Environnement,95 - Val d'Oise,ratio,"0,66"
01/06/2011,Economique,Total,ratio,"0,59"
01/06/2011,Economique,Homme,ratio,"0,60"
01/06/2011,Economique,Femme,ratio,"0,58"
01/06/2011,Economique,18 - 24 ans,ratio,"0,60"
01/06/2011,Economique,25 - 34 ans,ratio,"0,67"
01/06/2011,Economique,35 - 49 ans,ratio,"0,53"
01/06/2011,Economique,50 - 64 ans,ratio,"0,55"
01/06/2011,Economique,65 ans et +,ratio,"0,62"
01/06/2011,Economique,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",ratio,"0,69"
01/06/2011,Economique,"Profession intermédiaire (technicien, agent de maitrise)",ratio,"0,57"
01/06/2011,Economique,Employé et personnel de service,ratio,"0,60"
01/06/2011,Economique,Ouvrier qualifié et non qualifié,ratio,"0,48"
01/06/2011,Economique,Retraité,ratio,"0,59"
01/06/2011,Economique,75 - Paris,ratio,"0,68"
01/06/2011,Economique,77 - Seine et Marne,ratio,"0,46"
01/06/2011,Economique,78 - Yvelines,ratio,"0,57"
01/06/2011,Economique,91 - Essonne,ratio,"0,69"
01/06/2011,Economique,92 - Hauts-de-seine,ratio,"0,61"
01/06/2011,Economique,93 - Seine-Saint-Denis,ratio,"0,45"
01/06/2011,Economique,94 - Val-de-Marne,ratio,"0,55"
01/06/2011,Economique,95 - Val d'Oise,ratio,"0,65"
01/06/2011,Transport,Total,ST+,"52,20"
01/06/2011,Transport,Homme,ST+,"54,40"
01/06/2011,Transport,Femme,ST+,"50,10"
01/06/2011,Transport,18 - 24 ans,ST+,"67,10"
01/06/2011,Transport,25 - 34 ans,ST+,"53,50"
01/06/2011,Transport,35 - 49 ans,ST+,"49,20"
01/06/2011,Transport,50 - 64 ans,ST+,"50,20"
01/06/2011,Transport,65 ans et +,ST+,"47,20"
01/06/2011,Transport,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",ST+,"58,80"
01/06/2011,Transport,"Profession intermédiaire (technicien, agent de maitrise)",ST+,"48,90"
01/06/2011,Transport,Employé et personnel de service,ST+,"52,00"
01/06/2011,Transport,Ouvrier qualifié et non qualifié,ST+,"55,20"
01/06/2011,Transport,Retraité,ST+,"47,20"
01/06/2011,Transport,75 - Paris,ST+,"71,80"
01/06/2011,Transport,77 - Seine et Marne,ST+,"37,50"
01/06/2011,Transport,78 - Yvelines,ST+,"42,80"
01/06/2011,Transport,91 - Essonne,ST+,"41,10"
01/06/2011,Transport,92 - Hauts-de-seine,ST+,"61,10"
01/06/2011,Transport,93 - Seine-Saint-Denis,ST+,"52,10"
01/06/2011,Transport,94 - Val-de-Marne,ST+,"48,10"
01/06/2011,Transport,95 - Val d'Oise,ST+,"46,70"
01/06/2011,Environnement,Total,ST+,"60,50"
01/06/2011,Environnement,Homme,ST+,"61,70"
01/06/2011,Environnement,Femme,ST+,"59,40"
01/06/2011,Environnement,18 - 24 ans,ST+,"68,10"
01/06/2011,Environnement,25 - 34 ans,ST+,"54,10"
01/06/2011,Environnement,35 - 49 ans,ST+,"57,00"
01/06/2011,Environnement,50 - 64 ans,ST+,"62,20"
01/06/2011,Environnement,65 ans et +,ST+,"67,60"
01/06/2011,Environnement,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",ST+,"58,00"
01/06/2011,Environnement,"Profession intermédiaire (technicien, agent de maitrise)",ST+,"57,90"
01/06/2011,Environnement,Employé et personnel de service,ST+,"59,90"
01/06/2011,Environnement,Ouvrier qualifié et non qualifié,ST+,"65,00"
01/06/2011,Environnement,Retraité,ST+,"67,10"
01/06/2011,Environnement,75 - Paris,ST+,"43,80"
01/06/2011,Environnement,77 - Seine et Marne,ST+,"69,50"
01/06/2011,Environnement,78 - Yvelines,ST+,"69,70"
01/06/2011,Environnement,91 - Essonne,ST+,"64,30"
01/06/2011,Environnement,92 - Hauts-de-seine,ST+,"67,70"
01/06/2011,Environnement,93 - Seine-Saint-Denis,ST+,"48,70"
01/06/2011,Environnement,94 - Val-de-Marne,ST+,"66,70"
01/06/2011,Environnement,95 - Val d'Oise,ST+,"66,00"
01/06/2011,Economique,Total,ST+,"53,60"
01/06/2011,Economique,Homme,ST+,"54,80"
01/06/2011,Economique,Femme,ST+,"52,50"
01/06/2011,Economique,18 - 24 ans,ST+,"55,70"
01/06/2011,Economique,25 - 34 ans,ST+,"64,10"
01/06/2011,Economique,35 - 49 ans,ST+,"50,40"
01/06/2011,Economique,50 - 64 ans,ST+,"50,70"
01/06/2011,Economique,65 ans et +,ST+,"47,40"
01/06/2011,Economique,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",ST+,"63,30"
01/06/2011,Economique,"Profession intermédiaire (technicien, agent de maitrise)",ST+,"55,10"
01/06/2011,Economique,Employé et personnel de service,ST+,"57,10"
01/06/2011,Economique,Ouvrier qualifié et non qualifié,ST+,"44,80"
01/06/2011,Economique,Retraité,ST+,"47,90"
01/06/2011,Economique,75 - Paris,ST+,"61,10"
01/06/2011,Economique,77 - Seine et Marne,ST+,"42,50"
01/06/2011,Economique,78 - Yvelines,ST+,"52,70"
01/06/2011,Economique,91 - Essonne,ST+,"59,90"
01/06/2011,Economique,92 - Hauts-de-seine,ST+,"55,30"
01/06/2011,Economique,93 - Seine-Saint-Denis,ST+,"42,00"
01/06/2011,Economique,94 - Val-de-Marne,ST+,"50,10"
01/06/2011,Economique,95 - Val d'Oise,ST+,"62,30"
01/06/2011,Transport,Total,ST-,"32,30"
01/06/2011,Transport,Homme,ST-,"29,20"
01/06/2011,Transport,Femme,ST-,"35,00"
01/06/2011,Transport,18 - 24 ans,ST-,"29,00"
01/06/2011,Transport,25 - 34 ans,ST-,"35,40"
01/06/2011,Transport,35 - 49 ans,ST-,"32,70"
01/06/2011,Transport,50 - 64 ans,ST-,"32,90"
01/06/2011,Transport,65 ans et +,ST-,"28,70"
01/06/2011,Transport,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",ST-,"32,10"
01/06/2011,Transport,"Profession intermédiaire (technicien, agent de maitrise)",ST-,"37,60"
01/06/2011,Transport,Employé et personnel de service,ST-,"33,70"
01/06/2011,Transport,Ouvrier qualifié et non qualifié,ST-,"29,00"
01/06/2011,Transport,Retraité,ST-,"30,90"
01/06/2011,Transport,75 - Paris,ST-,"21,80"
01/06/2011,Transport,77 - Seine et Marne,ST-,"37,90"
01/06/2011,Transport,78 - Yvelines,ST-,"40,50"
01/06/2011,Transport,91 - Essonne,ST-,"31,80"
01/06/2011,Transport,92 - Hauts-de-seine,ST-,"26,10"
01/06/2011,Transport,93 - Seine-Saint-Denis,ST-,"36,00"
01/06/2011,Transport,94 - Val-de-Marne,ST-,"34,60"
01/06/2011,Transport,95 - Val d'Oise,ST-,"36,80"
01/06/2011,Environnement,Total,ST-,"38,50"
01/06/2011,Environnement,Homme,ST-,"37,80"
01/06/2011,Environnement,Femme,ST-,"39,10"
01/06/2011,Environnement,18 - 24 ans,ST-,"30,70"
01/06/2011,Environnement,25 - 34 ans,ST-,"45,10"
01/06/2011,Environnement,35 - 49 ans,ST-,"42,70"
01/06/2011,Environnement,50 - 64 ans,ST-,"35,60"
01/06/2011,Environnement,65 ans et +,ST-,"31,30"
01/06/2011,Environnement,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",ST-,"41,30"
01/06/2011,Environnement,"Profession intermédiaire (technicien, agent de maitrise)",ST-,"40,80"
01/06/2011,Environnement,Employé et personnel de service,ST-,"39,00"
01/06/2011,Environnement,Ouvrier qualifié et non qualifié,ST-,"35,00"
01/06/2011,Environnement,Retraité,ST-,"31,80"
01/06/2011,Environnement,75 - Paris,ST-,"55,10"
01/06/2011,Environnement,77 - Seine et Marne,ST-,"29,10"
01/06/2011,Environnement,78 - Yvelines,ST-,"29,60"
01/06/2011,Environnement,91 - Essonne,ST-,"33,50"
01/06/2011,Environnement,92 - Hauts-de-seine,ST-,"32,30"
01/06/2011,Environnement,93 - Seine-Saint-Denis,ST-,"50,50"
01/06/2011,Environnement,94 - Val-de-Marne,ST-,"31,00"
01/06/2011,Environnement,95 - Val d'Oise,ST-,"34,00"
01/06/2011,Economique,Total,ST-,"37,70"
01/06/2011,Economique,Homme,ST-,"37,30"
01/06/2011,Economique,Femme,ST-,"38,00"
01/06/2011,Economique,18 - 24 ans,ST-,"37,70"
01/06/2011,Economique,25 - 34 ans,ST-,"32,10"
01/06/2011,Economique,35 - 49 ans,ST-,"44,20"
01/06/2011,Economique,50 - 64 ans,ST-,"40,70"
01/06/2011,Economique,65 ans et +,ST-,"29,60"
01/06/2011,Economique,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",ST-,"28,40"
01/06/2011,Economique,"Profession intermédiaire (technicien, agent de maitrise)",ST-,"42,10"
01/06/2011,Economique,Employé et personnel de service,ST-,"37,80"
01/06/2011,Economique,Ouvrier qualifié et non qualifié,ST-,"48,40"
01/06/2011,Economique,Retraité,ST-,"33,40"
01/06/2011,Economique,75 - Paris,ST-,"28,20"
01/06/2011,Economique,77 - Seine et Marne,ST-,"49,10"
01/06/2011,Economique,78 - Yvelines,ST-,"39,00"
01/06/2011,Economique,91 - Essonne,ST-,"27,40"
01/06/2011,Economique,92 - Hauts-de-seine,ST-,"35,10"
01/06/2011,Economique,93 - Seine-Saint-Denis,ST-,"51,70"
01/06/2011,Economique,94 - Val-de-Marne,ST-,"41,20"
01/06/2011,Economique,95 - Val d'Oise,ST-,"33,50"
01/06/2011,Transport,Total,Très satisfait,"10,70"
01/06/2011,Transport,Homme,Très satisfait,"10,70"
01/06/2011,Transport,Femme,Très satisfait,"10,70"
01/06/2011,Transport,18 - 24 ans,Très satisfait,"11,10"
01/06/2011,Transport,25 - 34 ans,Très satisfait,"9,40"
01/06/2011,Transport,35 - 49 ans,Très satisfait,"8,70"
01/06/2011,Transport,50 - 64 ans,Très satisfait,"13,80"
01/06/2011,Transport,65 ans et +,Très satisfait,"11,80"
01/06/2011,Transport,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",Très satisfait,"12,70"
01/06/2011,Transport,"Profession intermédiaire (technicien, agent de maitrise)",Très satisfait,"7,60"
01/06/2011,Transport,Employé et personnel de service,Très satisfait,"8,70"
01/06/2011,Transport,Ouvrier qualifié et non qualifié,Très satisfait,"9,20"
01/06/2011,Transport,Retraité,Très satisfait,"12,00"
01/06/2011,Transport,75 - Paris,Très satisfait,"21,40"
01/06/2011,Transport,77 - Seine et Marne,Très satisfait,"8,10"
01/06/2011,Transport,78 - Yvelines,Très satisfait,"6,20"
01/06/2011,Transport,91 - Essonne,Très satisfait,"5,20"
01/06/2011,Transport,92 - Hauts-de-seine,Très satisfait,"12,40"
01/06/2011,Transport,93 - Seine-Saint-Denis,Très satisfait,"6,50"
01/06/2011,Transport,94 - Val-de-Marne,Très satisfait,"9,90"
01/06/2011,Transport,95 - Val d'Oise,Très satisfait,"8,50"
01/06/2011,Environnement,Total,Très satisfait,"10,00"
01/06/2011,Environnement,Homme,Très satisfait,"10,30"
01/06/2011,Environnement,Femme,Très satisfait,"9,70"
01/06/2011,Environnement,18 - 24 ans,Très satisfait,"7,80"
01/06/2011,Environnement,25 - 34 ans,Très satisfait,"7,40"
01/06/2011,Environnement,35 - 49 ans,Très satisfait,"7,10"
01/06/2011,Environnement,50 - 64 ans,Très satisfait,"11,70"
01/06/2011,Environnement,65 ans et +,Très satisfait,"18,30"
01/06/2011,Environnement,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",Très satisfait,"7,20"
01/06/2011,Environnement,"Profession intermédiaire (technicien, agent de maitrise)",Très satisfait,"6,00"
01/06/2011,Environnement,Employé et personnel de service,Très satisfait,"8,00"
01/06/2011,Environnement,Ouvrier qualifié et non qualifié,Très satisfait,"7,20"
01/06/2011,Environnement,Retraité,Très satisfait,"18,40"
01/06/2011,Environnement,75 - Paris,Très satisfait,"8,00"
01/06/2011,Environnement,77 - Seine et Marne,Très satisfait,"12,00"
01/06/2011,Environnement,78 - Yvelines,Très satisfait,"12,70"
01/06/2011,Environnement,91 - Essonne,Très satisfait,"11,00"
01/06/2011,Environnement,92 - Hauts-de-seine,Très satisfait,"10,60"
01/06/2011,Environnement,93 - Seine-Saint-Denis,Très satisfait,"6,10"
01/06/2011,Environnement,94 - Val-de-Marne,Très satisfait,"13,70"
01/06/2011,Environnement,95 - Val d'Oise,Très satisfait,"7,90"
01/06/2011,Economique,Total,Très satisfait,"7,20"
01/06/2011,Economique,Homme,Très satisfait,"8,90"
01/06/2011,Economique,Femme,Très satisfait,"5,60"
01/06/2011,Economique,18 - 24 ans,Très satisfait,"8,20"
01/06/2011,Economique,25 - 34 ans,Très satisfait,"7,80"
01/06/2011,Economique,35 - 49 ans,Très satisfait,"6,90"
01/06/2011,Economique,50 - 64 ans,Très satisfait,"6,70"
01/06/2011,Economique,65 ans et +,Très satisfait,"6,80"
01/06/2011,Economique,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",Très satisfait,"8,10"
01/06/2011,Economique,"Profession intermédiaire (technicien, agent de maitrise)",Très satisfait,"8,60"
01/06/2011,Economique,Employé et personnel de service,Très satisfait,"9,00"
01/06/2011,Economique,Ouvrier qualifié et non qualifié,Très satisfait,"4,50"
01/06/2011,Economique,Retraité,Très satisfait,"6,90"
01/06/2011,Economique,75 - Paris,Très satisfait,"8,80"
01/06/2011,Economique,77 - Seine et Marne,Très satisfait,"4,40"
01/06/2011,Economique,78 - Yvelines,Très satisfait,"9,50"
01/06/2011,Economique,91 - Essonne,Très satisfait,"4,90"
01/06/2011,Economique,92 - Hauts-de-seine,Très satisfait,"6,90"
01/06/2011,Economique,93 - Seine-Saint-Denis,Très satisfait,"4,40"
01/06/2011,Economique,94 - Val-de-Marne,Très satisfait,"9,60"
01/06/2011,Economique,95 - Val d'Oise,Très satisfait,"7,90"
01/06/2011,Transport,Total,Assez satisfait,"41,50"
01/06/2011,Transport,Homme,Assez satisfait,"43,70"
01/06/2011,Transport,Femme,Assez satisfait,"39,50"
01/06/2011,Transport,18 - 24 ans,Assez satisfait,"56,00"
01/06/2011,Transport,25 - 34 ans,Assez satisfait,"44,10"
01/06/2011,Transport,35 - 49 ans,Assez satisfait,"40,50"
01/06/2011,Transport,50 - 64 ans,Assez satisfait,"36,50"
01/06/2011,Transport,65 ans et +,Assez satisfait,"35,40"
01/06/2011,Transport,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",Assez satisfait,"46,10"
01/06/2011,Transport,"Profession intermédiaire (technicien, agent de maitrise)",Assez satisfait,"41,20"
01/06/2011,Transport,Employé et personnel de service,Assez satisfait,"43,30"
01/06/2011,Transport,Ouvrier qualifié et non qualifié,Assez satisfait,"46,00"
01/06/2011,Transport,Retraité,Assez satisfait,"35,20"
01/06/2011,Transport,75 - Paris,Assez satisfait,"50,40"
01/06/2011,Transport,77 - Seine et Marne,Assez satisfait,"29,50"
01/06/2011,Transport,78 - Yvelines,Assez satisfait,"36,60"
01/06/2011,Transport,91 - Essonne,Assez satisfait,"35,90"
01/06/2011,Transport,92 - Hauts-de-seine,Assez satisfait,"48,70"
01/06/2011,Transport,93 - Seine-Saint-Denis,Assez satisfait,"45,60"
01/06/2011,Transport,94 - Val-de-Marne,Assez satisfait,"38,30"
01/06/2011,Transport,95 - Val d'Oise,Assez satisfait,"38,20"
01/06/2011,Environnement,Total,Assez satisfait,"50,50"
01/06/2011,Environnement,Homme,Assez satisfait,"51,40"
01/06/2011,Environnement,Femme,Assez satisfait,"49,70"
01/06/2011,Environnement,18 - 24 ans,Assez satisfait,"60,40"
01/06/2011,Environnement,25 - 34 ans,Assez satisfait,"46,70"
01/06/2011,Environnement,35 - 49 ans,Assez satisfait,"49,90"
01/06/2011,Environnement,50 - 64 ans,Assez satisfait,"50,50"
01/06/2011,Environnement,65 ans et +,Assez satisfait,"49,30"
01/06/2011,Environnement,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",Assez satisfait,"50,90"
01/06/2011,Environnement,"Profession intermédiaire (technicien, agent de maitrise)",Assez satisfait,"51,90"
01/06/2011,Environnement,Employé et personnel de service,Assez satisfait,"51,90"
01/06/2011,Environnement,Ouvrier qualifié et non qualifié,Assez satisfait,"57,70"
01/06/2011,Environnement,Retraité,Assez satisfait,"48,70"
01/06/2011,Environnement,75 - Paris,Assez satisfait,"35,80"
01/06/2011,Environnement,77 - Seine et Marne,Assez satisfait,"57,50"
01/06/2011,Environnement,78 - Yvelines,Assez satisfait,"57,00"
01/06/2011,Environnement,91 - Essonne,Assez satisfait,"53,40"
01/06/2011,Environnement,92 - Hauts-de-seine,Assez satisfait,"57,20"
01/06/2011,Environnement,93 - Seine-Saint-Denis,Assez satisfait,"42,60"
01/06/2011,Environnement,94 - Val-de-Marne,Assez satisfait,"53,00"
01/06/2011,Environnement,95 - Val d'Oise,Assez satisfait,"58,10"
01/06/2011,Economique,Total,Assez satisfait,"46,40"
01/06/2011,Economique,Homme,Assez satisfait,"45,90"
01/06/2011,Economique,Femme,Assez satisfait,"46,90"
01/06/2011,Economique,18 - 24 ans,Assez satisfait,"47,50"
01/06/2011,Economique,25 - 34 ans,Assez satisfait,"56,30"
01/06/2011,Economique,35 - 49 ans,Assez satisfait,"43,40"
01/06/2011,Economique,50 - 64 ans,Assez satisfait,"44,00"
01/06/2011,Economique,65 ans et +,Assez satisfait,"40,60"
01/06/2011,Economique,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",Assez satisfait,"55,30"
01/06/2011,Economique,"Profession intermédiaire (technicien, agent de maitrise)",Assez satisfait,"46,50"
01/06/2011,Economique,Employé et personnel de service,Assez satisfait,"48,10"
01/06/2011,Economique,Ouvrier qualifié et non qualifié,Assez satisfait,"40,30"
01/06/2011,Economique,Retraité,Assez satisfait,"41,00"
01/06/2011,Economique,75 - Paris,Assez satisfait,"52,30"
01/06/2011,Economique,77 - Seine et Marne,Assez satisfait,"38,00"
01/06/2011,Economique,78 - Yvelines,Assez satisfait,"43,20"
01/06/2011,Economique,91 - Essonne,Assez satisfait,"55,00"
01/06/2011,Economique,92 - Hauts-de-seine,Assez satisfait,"48,40"
01/06/2011,Economique,93 - Seine-Saint-Denis,Assez satisfait,"37,60"
01/06/2011,Economique,94 - Val-de-Marne,Assez satisfait,"40,50"
01/06/2011,Economique,95 - Val d'Oise,Assez satisfait,"54,50"
01/06/2011,Transport,Total,Pas vraiment satisfait,"19,90"
01/06/2011,Transport,Homme,Pas vraiment satisfait,"17,20"
01/06/2011,Transport,Femme,Pas vraiment satisfait,"22,40"
01/06/2011,Transport,18 - 24 ans,Pas vraiment satisfait,"18,80"
01/06/2011,Transport,25 - 34 ans,Pas vraiment satisfait,"19,30"
01/06/2011,Transport,35 - 49 ans,Pas vraiment satisfait,"21,30"
01/06/2011,Transport,50 - 64 ans,Pas vraiment satisfait,"20,20"
01/06/2011,Transport,65 ans et +,Pas vraiment satisfait,"18,80"
01/06/2011,Transport,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",Pas vraiment satisfait,"22,60"
01/06/2011,Transport,"Profession intermédiaire (technicien, agent de maitrise)",Pas vraiment satisfait,"23,30"
01/06/2011,Transport,Employé et personnel de service,Pas vraiment satisfait,"18,20"
01/06/2011,Transport,Ouvrier qualifié et non qualifié,Pas vraiment satisfait,"14,70"
01/06/2011,Transport,Retraité,Pas vraiment satisfait,"20,20"
01/06/2011,Transport,75 - Paris,Pas vraiment satisfait,"17,50"
01/06/2011,Transport,77 - Seine et Marne,Pas vraiment satisfait,"18,30"
01/06/2011,Transport,78 - Yvelines,Pas vraiment satisfait,"28,80"
01/06/2011,Transport,91 - Essonne,Pas vraiment satisfait,"16,40"
01/06/2011,Transport,92 - Hauts-de-seine,Pas vraiment satisfait,"17,30"
01/06/2011,Transport,93 - Seine-Saint-Denis,Pas vraiment satisfait,"21,30"
01/06/2011,Transport,94 - Val-de-Marne,Pas vraiment satisfait,"21,70"
01/06/2011,Transport,95 - Val d'Oise,Pas vraiment satisfait,"19,00"
01/06/2011,Environnement,Total,Pas vraiment satisfait,"26,70"
01/06/2011,Environnement,Homme,Pas vraiment satisfait,"27,40"
01/06/2011,Environnement,Femme,Pas vraiment satisfait,"26,00"
01/06/2011,Environnement,18 - 24 ans,Pas vraiment satisfait,"24,00"
01/06/2011,Environnement,25 - 34 ans,Pas vraiment satisfait,"30,80"
01/06/2011,Environnement,35 - 49 ans,Pas vraiment satisfait,"29,80"
01/06/2011,Environnement,50 - 64 ans,Pas vraiment satisfait,"23,60"
01/06/2011,Environnement,65 ans et +,Pas vraiment satisfait,"21,70"
01/06/2011,Environnement,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",Pas vraiment satisfait,"29,90"
01/06/2011,Environnement,"Profession intermédiaire (technicien, agent de maitrise)",Pas vraiment satisfait,"32,40"
01/06/2011,Environnement,Employé et personnel de service,Pas vraiment satisfait,"28,70"
01/06/2011,Environnement,Ouvrier qualifié et non qualifié,Pas vraiment satisfait,"22,20"
01/06/2011,Environnement,Retraité,Pas vraiment satisfait,"20,40"
01/06/2011,Environnement,75 - Paris,Pas vraiment satisfait,"42,30"
01/06/2011,Environnement,77 - Seine et Marne,Pas vraiment satisfait,"21,50"
01/06/2011,Environnement,78 - Yvelines,Pas vraiment satisfait,"17,10"
01/06/2011,Environnement,91 - Essonne,Pas vraiment satisfait,"19,20"
01/06/2011,Environnement,92 - Hauts-de-seine,Pas vraiment satisfait,"25,60"
01/06/2011,Environnement,93 - Seine-Saint-Denis,Pas vraiment satisfait,"33,60"
01/06/2011,Environnement,94 - Val-de-Marne,Pas vraiment satisfait,"16,60"
01/06/2011,Environnement,95 - Val d'Oise,Pas vraiment satisfait,"25,60"
01/06/2011,Economique,Total,Pas vraiment satisfait,"28,10"
01/06/2011,Economique,Homme,Pas vraiment satisfait,"26,50"
01/06/2011,Economique,Femme,Pas vraiment satisfait,"29,60"
01/06/2011,Economique,18 - 24 ans,Pas vraiment satisfait,"31,30"
01/06/2011,Economique,25 - 34 ans,Pas vraiment satisfait,"24,00"
01/06/2011,Economique,35 - 49 ans,Pas vraiment satisfait,"30,90"
01/06/2011,Economique,50 - 64 ans,Pas vraiment satisfait,"30,90"
01/06/2011,Economique,65 ans et +,Pas vraiment satisfait,"22,70"
01/06/2011,Economique,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",Pas vraiment satisfait,"22,60"
01/06/2011,Economique,"Profession intermédiaire (technicien, agent de maitrise)",Pas vraiment satisfait,"33,70"
01/06/2011,Economique,Employé et personnel de service,Pas vraiment satisfait,"31,00"
01/06/2011,Economique,Ouvrier qualifié et non qualifié,Pas vraiment satisfait,"33,50"
01/06/2011,Economique,Retraité,Pas vraiment satisfait,"22,90"
01/06/2011,Economique,75 - Paris,Pas vraiment satisfait,"20,90"
01/06/2011,Economique,77 - Seine et Marne,Pas vraiment satisfait,"36,50"
01/06/2011,Economique,78 - Yvelines,Pas vraiment satisfait,"26,70"
01/06/2011,Economique,91 - Essonne,Pas vraiment satisfait,"22,60"
01/06/2011,Economique,92 - Hauts-de-seine,Pas vraiment satisfait,"28,00"
01/06/2011,Economique,93 - Seine-Saint-Denis,Pas vraiment satisfait,"33,70"
01/06/2011,Economique,94 - Val-de-Marne,Pas vraiment satisfait,"35,40"
